zRot: 60.0, x: 7.5, y: -10.0, z: 13.75, cut: 1, energy: -231.45249939, HV: HV_114, HJ: HJ_2, HCDR3: HCDR3_406, LV: LV_30, LJ: LJ_6, LCDR3: LCDR3_29, cluster: 4, assembly: 25, Pre-Relaxed: -241.0833, Relaxed: -250.571
zRot: 60.0, x: 5.0, y: 2.5, z: 16.25, cut: 1, energy: -189.227401733, HV: HV_107, HJ: HJ_4, HCDR3: HCDR3_307, LV: KV_57, LJ: KJ_3, LCDR3: KCDR3_189, cluster: 3, assembly: 20, Pre-Relaxed: -190.1574, Relaxed: nan
zRot: 60.0, x: 5.0, y: 2.5, z: 16.25, cut: 2, energy: -189.108795166, HV: HV_103, HJ: HJ_4, HCDR3: HCDR3_307, LV: KV_57, LJ: KJ_3, LCDR3: KCDR3_189, cluster: 3, assembly: 21, Pre-Relaxed: -190.0389, Relaxed: nan
zRot: 60.0, x: 5.0, y: 2.5, z: 16.25, cut: 3, energy: -189.100402832, HV: HV_107, HJ: HJ_4, HCDR3: HCDR3_307, LV: KV_55, LJ: KJ_3, LCDR3: KCDR3_189, cluster: 3, assembly: 22, Pre-Relaxed: -190.0304, Relaxed: nan
zRot: 60.0, x: 5.0, y: 2.5, z: 16.25, cut: 4, energy: -189.091796875, HV: HV_106, HJ: HJ_4, HCDR3: HCDR3_307, LV: KV_57, LJ: KJ_3, LCDR3: KCDR3_189, cluster: 3, assembly: 23, Pre-Relaxed: -190.0219, Relaxed: nan
zRot: 60.0, x: 5.0, y: 2.5, z: 16.25, cut: 5, energy: -188.981796265, HV: HV_103, HJ: HJ_1, HCDR3: HCDR3_307, LV: KV_55, LJ: KJ_3, LCDR3: KCDR3_189, cluster: 3, assembly: 24, Pre-Relaxed: -189.9119, Relaxed: nan
zRot: 120.0, x: -2.5, y: 5.0, z: 12.5, cut: 4, energy: -179.740097046, HV: HV_135, HJ: HJ_5, HCDR3: HCDR3_2, LV: KV_52, LJ: KJ_3, LCDR3: KCDR3_6, cluster: 6, assembly: 47, Pre-Relaxed: -189.6112, Relaxed: nan
zRot: 0.0, x: 2.5, y: 2.5, z: 15.0, cut: 1, energy: -181.498596191, HV: HV_12, HJ: HJ_3, HCDR3: HCDR3_126, LV: KV_64, LJ: KJ_5, LCDR3: KCDR3_114, cluster: 6, assembly: 42, Pre-Relaxed: -183.2759, Relaxed: nan
zRot: 0.0, x: 2.5, y: 2.5, z: 15.0, cut: 2, energy: -180.843307495, HV: HV_12, HJ: HJ_3, HCDR3: HCDR3_126, LV: KV_18, LJ: KJ_5, LCDR3: KCDR3_114, cluster: 6, assembly: 43, Pre-Relaxed: -182.6207, Relaxed: nan
zRot: 0.0, x: 0.0, y: 2.5, z: 15.0, cut: 1, energy: -179.744400024, HV: HV_12, HJ: HJ_3, HCDR3: HCDR3_126, LV: KV_52, LJ: KJ_3, LCDR3: KCDR3_114, cluster: 6, assembly: 46, Pre-Relaxed: -180.5924, Relaxed: nan
zRot: 0.0, x: 0.0, y: 2.5, z: 15.0, cut: 2, energy: -179.664794922, HV: HV_12, HJ: HJ_3, HCDR3: HCDR3_126, LV: KV_64, LJ: KJ_3, LCDR3: KCDR3_114, cluster: 6, assembly: 48, Pre-Relaxed: -180.5128, Relaxed: nan
zRot: 300.0, x: 0.0, y: -2.5, z: 16.25, cut: 2, energy: -179.028503418, HV: HV_17, HJ: HJ_5, HCDR3: HCDR3_197, LV: KV_67, LJ: KJ_1, LCDR3: KCDR3_115, cluster: 5, assembly: 37, Pre-Relaxed: -179.9929, Relaxed: nan
zRot: 300.0, x: 0.0, y: 0.0, z: 15.0, cut: 4, energy: -178.230194092, HV: HV_17, HJ: HJ_5, HCDR3: HCDR3_92, LV: KV_67, LJ: KJ_4, LCDR3: KCDR3_115, cluster: 5, assembly: 38, Pre-Relaxed: -179.5978, Relaxed: nan
zRot: 300.0, x: 0.0, y: 0.0, z: 15.0, cut: 5, energy: -175.055801392, HV: HV_17, HJ: HJ_5, HCDR3: HCDR3_42, LV: KV_67, LJ: KJ_4, LCDR3: KCDR3_115, cluster: 5, assembly: 39, Pre-Relaxed: -176.4234, Relaxed: nan
zRot: 300.0, x: -2.5, y: 2.5, z: 15.0, cut: 1, energy: -148.88470459, HV: HV_17, HJ: HJ_3, HCDR3: HCDR3_124, LV: KV_67, LJ: KJ_4, LCDR3: KCDR3_16, cluster: 5, assembly: 40, Pre-Relaxed: -148.8221, Relaxed: nan
